1098.47 0.0327158 0.0412947 -0.488632
1108.47 0.0327158 0.0412947 -0.488632
1118.47 0.0327158 0.0412947 -0.488632
1128.47 0.0327158 0.0412947 -0.488632
1138.47 0.0327158 0.0412947 -0.488632
1148.47 0.0327158 0.0412947 -0.488632
1158.47 0.0327158 0.0412947 -0.488632
1168.47 0.0327158 0.0412947 -0.488632
1178.47 0.0327158 0.0412947 -0.488632
1188.47 0.0327158 0.0412947 -0.488632
1198.47 0.0327158 0.0412947 -0.488632
1208.47 0.0327158 0.0412947 -0.488632
1218.47 0.0327158 0.0412947 -0.488632
1228.47 0.0327158 0.0412947 -0.488632
1238.47 0.0327158 0.0412947 -0.488632
1248.47 0.0327158 0.0412947 -0.488632
1258.47 0.0327158 0.0412947 -0.488632
1268.47 0.0327158 0.0412947 -0.488632
1278.47 0.0327158 0.0412947 -0.488632
1288.47 0.0327158 0.0412947 -0.488632
1298.47 0.0327158 0.0412947 -0.488632
1308.47 0.0327158 0.0412947 -0.488632
1318.47 0.0327158 0.0412947 -0.488632
1328.47 0.0327158 0.0412947 -0.488632
1338.47 0.0327158 0.0412947 -0.488632
1348.47 0.0327158 0.0412947 -0.488632
1358.47 0.0327158 0.0412947 -0.488632
1368.47 0.0327158 0.0412947 -0.488632
1378.47 0.0327158 0.0412947 -0.488632
1388.47 0.0327158 0.0412947 -0.488632
1398.47 0.0327158 0.0412947 -0.488632
1408.47 0.0327158 0.0412947 -0.488632
1418.47 0.0327158 0.0412947 -0.488632
1428.47 0.0327158 0.0412947 -0.488632
1438.47 0.0327158 0.0412947 -0.488632
1448.47 0.0327158 0.0412947 -0.488632
1458.47 0.0327158 0.0412947 -0.488632
1468.47 0.0327158 0.0412947 -0.488632
1478.47 0.0327158 0.0412947 -0.488632
1488.47 0.0327158 0.0412947 -0.488632
1498.47 0.0327158 0.0412947 -0.488632
1508.47 0.0327158 0.0412947 -0.488632
1518.47 0.0327158 0.0412947 -0.488632
1528.47 0.0327158 0.0412947 -0.488632
1538.47 0.0327158 0.0412947 -0.488632
1548.47 0.0327158 0.0412947 -0.488632
1558.47 0.0327158 0.0412947 -0.488632
1568.47 0.0327158 0.0412947 -0.488632
1578.47 0.0327158 0.0412947 -0.488632
1588.47 0.0327158 0.0412947 -0.488632
1598.47 0.0327158 0.0412947 -0.488632
1608.47 0.0327158 0.0412947 -0.488632
1618.47 0.0327158 0.0412947 -0.488632
1628.47 0.0327158 0.0412947 -0.488632
1638.47 0.0327158 0.0412947 -0.488632
1648.47 0.0327158 0.0412947 -0.488632
