351.9757690	172.9158325
356.8299255	177.2112427
362.1794128	181.5816956
367.3307495	185.9521484
372.4821167	191.0340424
378.0297241	195.4214478
383.0820007	199.7919006
388.1486511	204.5265503
393.4837646	209.2612000
398.6351013	214.3313751
403.9845886	218.7305145
409.1359253	223.8293610
414.2872620	228.5640106
419.5376892	233.2986603
424.7881165	238.3975220
429.9489746	243.1321716
435.0908203	248.5062714
440.2935486	253.2920532
445.5916443	258.0645447
450.6045227	263.4326782
455.9934082	268.2622681
461.1447449	273.8202515
466.2960815	279.1883545
471.5465088	284.2872314
476.6978455	289.3861694
481.6510620	294.8491516
487.0005493	300.3121948
491.9537659	305.7752686
497.3032227	311.2383423
502.2564697	316.7013855
507.6059570	322.1644287
512.6063232	327.6275024
517.8095703	333.7807007
522.9215088	339.2820435
528.2113037	344.7450867
533.1645508	350.5723877
538.4149780	356.0732422
543.2691040	361.8626709
548.5195312	367.3741455
