352.3843079	94.4142685
356.2417603	98.4076385
360.0000000	102.9677200
363.8363037	107.5686264
367.6282043	111.8295364
371.4725342	116.6060028
375.4285583	121.5121613
379.1868286	126.8219070
382.9450684	131.8926239
386.7033081	136.9881592
390.4615479	142.0283356
394.2197876	148.1185303
398.1758118	153.7278137
402.0828247	159.8233643
405.6923218	165.8913269
409.6318970	172.2337952
413.4065857	178.7372284
416.9670410	185.2763824
420.8073730	191.9472198
424.6637573	199.2223969
428.5772705	206.4862213
432.1520996	213.7852478
435.9080811	221.0646057
439.6505432	229.0718842
443.1639099	236.3512268
446.6830750	243.6305695
450.1018372	251.6378632
453.7252502	259.6264038
457.3186951	267.5876465
460.6890564	276.3876343
464.2833252	284.4044189
467.8021851	292.7946777
470.9885864	301.8971558
474.3415222	310.7077026
477.8901062	319.2151184
481.2527466	329.0641174
484.4175720	337.8138123
487.5823975	346.5565796
490.7472534	355.3685303
493.9120789	365.3506470
497.0769043	374.2947998
500.3697510	383.9545288
503.5351257	394.2525330
506.6810913	403.7188416
509.7398987	414.3227234
513.0000000	424.1583252
515.8681641	434.7133789
518.9340820	444.5561523
521.8951416	454.7728882
524.8549805	465.6990967
527.7868652	476.0050659
530.8794556	486.5464172
533.8681641	497.3686829
536.7909546	509.1368103
539.7033081	520.2457275
542.5220947	530.9602051
545.3406982	541.7197266
548.0437622	553.5927734
