351.8901062	114.4222031
356.8351746	121.5895386
361.6813049	130.0727997
366.5274658	138.8080139
371.3736267	146.6410370
375.6880188	154.7890320
379.9780273	163.1938171
384.4489441	172.9386597
389.0204163	182.3720856
393.4939880	191.9472198
397.5824280	201.9856873
402.1110229	211.9654236
406.4035339	223.2484131
410.5457458	233.4394989
414.8335266	245.1433716
418.8056030	256.0258179
422.7873535	267.6567383
426.6177063	279.3507080
430.5256653	291.0051880
434.3596191	302.9059143
438.1258545	315.6028748
441.8901062	327.8099976
445.4505615	340.4458618
449.0109863	353.4403076
452.8265686	367.5715942
456.2986755	380.4940186
459.5811768	393.9490662
462.9672852	407.3696594
466.2412109	420.8031921
469.5122986	434.3494263
472.5494385	448.1801758
475.8418579	461.8684387
478.9089966	476.2056274
481.7472534	490.0363770
484.8494873	504.5950928
487.8711548	518.8316650
490.7357178	532.5463867
493.3754578	547.5432129
496.2628174	561.6638184
499.1082153	576.6605835
501.6263733	590.4913330
504.3352356	605.4235229
507.0390625	620.3366699
509.7106018	635.1250000
512.4066162	650.5459595
514.7526855	665.4686279
517.3516846	680.7552490
519.7047729	695.3139038
522.2966919	711.6924438
524.4725342	725.6625366
526.8461914	741.5377808
529.3186646	756.8244019
531.5870361	771.7470703
533.7742920	786.6310425
535.9450684	802.0094604
538.3186646	818.3348389
540.5933838	834.3493042
542.7692261	850.0000000
544.9450684	865.2866211
547.1208496	882.3930664
